,last_name,first_name,birthday,gender,type,state,party
3844,Holbrook,Edward,1836-05-06,M,rep,ID,Democrat
3845,Hotchkiss,Julius,1810-07-11,M,rep,CT,Democrat
3848,Hubbard,Richard,1818-09-07,M,rep,CT,Democrat
3850,Humphrey,James,1819-09-21,M,rep,NY,Democrat
3857,Mann,James,1822-06-22,M,rep,LA,Democrat
3861,McCullough,Hiram,1813-09-26,M,rep,MD,Democrat
3867,Nicholson,John,1827-11-17,M,rep,DE,Democrat
3868,Noell,Thomas,1839-04-03,M,rep,MO,Democrat
3882,Pruyn,John,1811-06-22,M,rep,NY,Democrat
3885,Ross,Lewis,1812-12-08,M,rep,IL,Democrat
3887,Sitgreaves,Charles,1803-04-22,M,rep,NJ,Democrat
3892,Taber,Stephen,1821-03-07,M,rep,NY,Democrat
3912,Vickers,George,1801-11-19,M,sen,MD,Democrat
3919,Axtell,Samuel,1819-10-14,M,rep,CA,Democrat
3935,Burr,Albert,1829-11-08,M,rep,IL,Democrat
3937,Calkin,Hervey,1828-03-23,M,rep,NY,Democrat
3938,Casserly,Eugene,1820-11-13,M,sen,CA,Democrat
3939,Cavanaugh,James,1823-07-04,M,rep,MT,Democrat
3943,Cleveland,Orestes,1829-03-02,M,rep,NJ,Democrat
3946,Corker,Stephen,1830-05-07,M,rep,GA,Democrat
3952,Dickinson,Edward,1829-01-21,M,rep,OH,Democrat
3965,Fox,John,1835-06-30,M,rep,NY,Democrat
3969,Golladay,Jacob,1819-01-19,M,rep,KY,Democrat
3971,Greene,George,1831-07-04,M,rep,NY,Democrat
3972,Griswold,John,1822-11-18,M,rep,NY,Democrat
3973,Haight,Charles,1838-01-04,M,rep,NJ,Democrat
3974,Hamill,Patrick,1817-04-28,M,rep,MD,Democrat
3976,Hamilton,William,1820-09-08,M,sen,MD,Democrat
3980,Hoag,Truman,1816-04-09,M,rep,OH,Democrat
3986,Johnson,James,1829-05-16,M,rep,CA,Democrat
3995,Manning,John,1830-07-30,M,rep,NC,Democrat
3999,Moffet,John,1831-04-05,M,rep,PA,Democrat
4004,Morrissey,John,1831-02-12,M,rep,NY,Democrat
4005,Mungen,William,1821-05-12,M,rep,OH,Democrat
4007,Nuckolls,Stephen,1825-08-16,M,rep,WY,Democrat
4009,Paine,William,1817-10-10,M,rep,GA,Democrat
4016,Reading,John,1826-11-01,M,rep,PA,Democrat
4017,Reeves,Henry,1832-12-07,M,rep,NY,Democrat
4019,Rogers,Anthony,1821-02-14,M,rep,AR,Democrat
4025,Shafer,Jacob,1823-12-26,M,rep,ID,Democrat
4027,Sherrod,William,1835-08-17,M,rep,AL,Democrat
4028,Smith,Joseph,1824-06-20,M,rep,OR,Democrat
4034,Stiles,John,1822-01-15,M,rep,PA,Democrat
4035,Stockton,John,1826-08-02,M,sen,NJ,Democrat
4037,Stone,Frederick,1820-02-07,M,rep,MD,Democrat
4038,Strader,Peter,1818-11-06,M,rep,OH,Democrat
4041,Sweeney,William,1832-05-05,M,rep,KY,Democrat
4044,Tift,Nelson,1810-07-23,M,rep,GA,Democrat
4047,Trimble,Lawrence,1825-08-26,M,rep,KY,Democrat
4048,Van Auken,Daniel,1826-01-15,M,rep,PA,Democrat
4056,Wilson,Eugene,1833-12-25,M,rep,MN,Democrat
4060,Woodward,George,1809-03-26,M,rep,PA,Democrat
4068,Acker,Ephraim,1827-01-11,M,rep,PA,Democrat
4073,Beck,Erasmus,1833-10-21,M,rep,GA,Democrat
4076,Biggs,Benjamin,1821-10-01,M,rep,DE,Democrat
4078,Bird,John,1829-08-16,M,rep,NJ,Democrat
4080,Blair,Francis,1821-02-19,M,sen,MO,Democrat
4084,Braxton,Elliott,1823-10-08,M,rep,VA,Democrat
4089,Caldwell,Robert,1821-12-16,M,rep,TN,Democrat
4090,Campbell,Lewis,1811-08-09,M,rep,OH,Democrat
4091,Carroll,John,1823-04-27,M,rep,NY,Democrat
4096,Conner,John,1842-10-14,M,rep,TX,Democrat
4098,Cooper,Henry,1827-08-22,M,sen,TN,Democrat
4100,Crebs,John,1830-04-09,M,rep,IL,Democrat
4102,Critcher,John,1820-03-11,M,rep,VA,Democrat
4105,Dodds,Ozro,1840-03-22,M,rep,OH,Democrat
4106,Dox,Peter,1813-09-11,M,rep,AL,Democrat
4107,Du Bose,Dudley,1834-10-28,M,rep,GA,Democrat
4108,Duke,Richard,1822-06-06,M,rep,VA,Democrat
4113,Forker,Samuel,1821-03-16,M,rep,NJ,Democrat
4114,Foster,Henry,1808-12-19,M,rep,PA,Democrat
4116,Gallegos,José,1815-10-30,M,rep,NM,Democrat
4118,Garrett,Abraham,1830-03-06,M,rep,TN,Democrat
4119,Getz,James,1821-09-14,M,rep,PA,Democrat
4120,Goldthwaite,George,1809-12-10,M,sen,AL,Democrat
4121,Golladay,Edward,1830-09-09,M,rep,TN,Democrat
4123,Griffith,Samuel,1816-02-14,M,rep,PA,Democrat
4124,Haldeman,Richard,1831-05-19,M,rep,PA,Democrat
4126,Hambleton,Samuel,1812-01-08,M,rep,MD,Democrat
4127,Handley,William,1834-12-15,M,rep,AL,Democrat
4128,Hanks,James,1833-02-12,M,rep,AR,Democrat
4129,Harper,James,1819-12-06,M,rep,NC,Democrat
4132,Hibbard,Ellery,1826-07-31,M,rep,NH,Democrat
4135,Hooper,William,1813-12-25,M,rep,UT,Democrat
4137,Kelly,James,1819-02-16,M,sen,OR,Democrat
4138,King,Andrew,1812-03-20,M,rep,MO,Democrat
4139,Kinsella,Thomas,1832-12-31,M,rep,NY,Democrat
4140,Lewis,Joseph,1824-10-29,M,rep,KY,Democrat
4142,MacIntyre,Archibald,1822-10-27,M,rep,GA,Democrat
4143,Manson,Mahlon,1820-02-20,M,rep,IN,Democrat
4145,McClelland,William,1842-03-02,M,rep,PA,Democrat
4146,McCormick,James,1824-08-01,M,rep,MO,Democrat
4148,McHenry,Henry,1826-02-27,M,rep,KY,Democrat
4149,McKinney,John,1827-04-12,M,rep,OH,Democrat
4150,McNeely,Thompson,1835-10-05,M,rep,IL,Democrat
4152,Merrick,William,1818-09-01,M,rep,MD,Democrat
4153,Merritt,Samuel,1827-08-15,M,rep,ID,Democrat
4154,Meyers,Benjamin,1833-07-06,M,rep,PA,Democrat
4155,Miller,Homer,1814-04-29,M,sen,GA,Democrat
4157,Morgan,George,1820-09-20,M,rep,OH,Democrat
4160,Niblack,Silas,1825-03-17,M,rep,FL,Democrat
4167,Price,William,1835-01-29,M,rep,GA,Democrat
4169,Rice,Edward,1820-02-08,M,rep,IL,Democrat
4170,Rice,John,1831-02-19,M,rep,KY,Democrat
4171,Ritchie,John,1831-08-12,M,rep,MD,Democrat
4173,Rogers,John,1813-05-09,M,rep,NY,Democrat
4174,Rogers,Sion,1825-09-30,M,rep,NC,Democrat
4175,Roosevelt,Robert,1829-08-07,M,rep,NY,Democrat
4178,Sherwood,Henry,1813-10-09,M,rep,PA,Democrat
4179,Shober,Francis,1831-03-12,M,rep,NC,Democrat
4185,Stevens,Bradford,1813-01-03,M,rep,IL,Democrat
4187,Stevenson,John,1812-05-04,M,sen,KY,Democrat
4190,Sutherland,Jabez,1825-10-06,M,rep,MI,Democrat
4192,Townsend,Dwight,1826-09-26,M,rep,NY,Democrat
4194,Tuthill,Joseph,1811-02-25,M,rep,NY,Democrat
4197,Van Trump,Philadelph,1810-11-15,M,rep,OH,Democrat
4198,Vaughan,William,1831-07-02,M,rep,TN,Democrat
4201,Warren,Joseph,1813-01-28,M,rep,NY,Democrat
4203,Williams,William,1815-09-06,M,rep,NY,Democrat
4206,Winchester,Boyd,1836-09-23,M,rep,KY,Democrat
4208,Machen,Willis,1810-04-10,M,sen,KY,Democrat
4209,Adams,George,1837-12-20,M,rep,KY,Democrat
4212,Archer,Stevenson,1827-02-28,M,rep,MD,Democrat
4213,Armstrong,Moses,1832-09-19,M,rep,DK,Democrat
4214,Arthur,William,1825-03-03,M,rep,KY,Democrat
4220,Berry,John,1833-04-26,M,rep,OH,Democrat
4222,Bogy,Lewis,1813-04-09,M,sen,MO,Democrat
4224,Bowen,Rees,1809-01-10,M,rep,VA,Democrat
4226,Brooks,James,1810-11-10,M,rep,NY,Democrat
4238,Comingo,Abram,1820-01-09,M,rep,MO,Democrat
4244,Crossland,Edward,1827-06-30,M,rep,KY,Democrat
4248,Davis,Alexander,1833-01-17,M,rep,VA,Democrat
4250,De Witt,David,1837-11-25,M,rep,NY,Democrat
4251,Dennis,George,1822-04-08,M,sen,MD,Democrat
4255,Eldredge,Charles,1820-02-27,M,rep,WI,Democrat
4259,Finck,William,1822-09-01,M,rep,OH,Democrat
4265,Hager,John,1818-03-12,M,sen,CA,Democrat
4272,Herndon,William,1835-11-27,M,rep,TX,Democrat
4281,Jewett,Hugh,1817-07-01,M,rep,OH,Democrat
4283,Kendall,Charles,1828-04-22,M,rep,NV,Democrat
4284,Lamison,Charles,,M,rep,OH,Democrat
4287,Lawrence,Effingham,1820-03-02,M,rep,LA,Democrat
4289,Leach,James,1815-01-17,M,rep,NC,Democrat
4295,Magee,John,1827-10-14,M,rep,PA,Democrat
4296,Marshall,Samuel,1821-03-12,M,rep,IL,Democrat
4299,McCreery,Thomas,1816-12-12,M,sen,KY,Democrat
4301,McFadden,Obadiah,1815-11-18,M,rep,WA,Democrat
4304,McLean,William,1836-08-09,M,rep,TX,Democrat
4308,Merrimon,Augustus,1830-09-15,M,sen,NC,Democrat
4309,Mitchell,Alexander,1817-10-18,M,rep,WI,Democrat
4313,Nesmith,James,1820-07-23,M,rep,OR,Democrat
4314,Niblack,William,1822-05-19,M,rep,IN,Democrat
4320,Parker,Hosea,1833-05-30,M,rep,NH,Democrat
4326,Perry,Eli,1799-12-25,M,rep,NY,Democrat
4330,Rawls,Morgan,1829-06-29,M,rep,GA,Democrat
4332,Read,William,1817-12-14,M,rep,KY,Democrat
4336,Roberts,William,1830-02-06,M,rep,NY,Democrat
4337,Robinson,James,1823-08-19,M,rep,IL,Democrat
4341,Schell,Richard,1810-05-15,M,rep,NY,Democrat
4352,Sloss,Joseph,1826-10-12,M,rep,AL,Democrat
4361,Speer,Robert,1838-09-08,M,rep,PA,Democrat
4366,Standiford,Elisha,1831-12-28,M,rep,KY,Democrat
4380,Whitehead,Thomas,1825-12-27,M,rep,VA,Democrat
4386,Willie,Asa,1829-10-11,M,rep,TX,Democrat
4389,Wolfe,Simeon,1824-02-14,M,rep,IN,Democrat
4391,Young,John,1823-09-22,M,rep,KY,Democrat
4392,Young,Pierce,1836-11-15,M,rep,GA,Democrat
4396,Abbott,Josiah,1814-11-01,M,rep,MA,Democrat
4398,Ainsworth,Lucien,1831-06-21,M,rep,IA,Democrat
4400,Ashe,Thomas,1812-07-19,M,rep,NC,Democrat
4401,Bagby,John,1819-01-24,M,rep,IL,Democrat
4403,Bell,Samuel,1829-03-25,M,rep,NH,Democrat
4406,Bradford,Taul,1835-01-20,M,rep,AL,Democrat
4408,Brown,John,1835-06-28,M,rep,KY,Democrat
4412,Burchard,Samuel,1836-07-17,M,rep,WI,Democrat
4416,Caldwell,John,1826-04-04,M,rep,AL,Democrat
4418,Caperton,Allen,1810-11-21,M,sen,WV,Democrat
4419,Carr,Nathan,1833-12-25,M,rep,IN,Democrat
4421,Cate,George,1825-09-17,M,rep,WI,Democrat
4422,Caulfield,Bernard,1828-10-18,M,rep,IL,Democrat
4423,Chapin,Chester,1798-12-16,M,rep,MA,Democrat
4425,Cochran,Alexander,1846-03-20,M,rep,PA,Democrat
4426,Cowan,Jacob,1823-03-20,M,rep,OH,Democrat
4429,De Bolt,Rezin,1828-01-20,M,rep,MO,Democrat
4431,Durand,George,1838-02-21,M,rep,MI,Democrat
4432,Egbert,Albert,1828-04-13,M,rep,PA,Democrat
4433,Ely,Smith,1825-04-17,M,rep,NY,Democrat
4434,English,James,1812-03-13,M,sen,CT,Democrat
4435,Faulkner,Charles,1806-07-06,M,rep,VA,Democrat
4436,Field,David,1805-02-13,M,rep,NY,Democrat
4437,Fite,Samuel,1816-06-12,M,rep,TN,Democrat
4440,Goodin,John,1836-12-14,M,rep,KS,Democrat
4441,Hamilton,Robert,1809-12-09,M,rep,NJ,Democrat
4445,Haymond,William,1823-02-20,M,rep,IN,Democrat
4450,Humphreys,Andrew,1821-03-30,M,rep,IN,Democrat
4453,Jenks,George,1836-03-26,M,rep,PA,Democrat
4454,Johnson,Andrew,1808-12-29,M,sen,TN,Democrat
4455,Jones,Thomas,1819-01-22,M,rep,KY,Democrat
4456,Kehr,Edward,1837-11-05,M,rep,MO,Democrat
4457,Kernan,Francis,1816-01-14,M,sen,NY,Democrat
4458,Kerr,Michael,1827-03-15,M,rep,IN,Democrat
4460,Key,David,1824-01-27,M,sen,TN,Democrat
4463,La Dow,George,1826-03-18,M,rep,OR,Democrat
4464,Landers,Franklin,1825-03-22,M,rep,IN,Democrat
4465,Lane,La,1842-11-12,M,rep,OR,Democrat
4467,Le Moyne,John,1828-11-17,M,rep,IL,Democrat
4469,Levy,William,1827-10-31,M,rep,LA,Democrat
4470,Lord,Scott,1820-12-11,M,rep,NY,Democrat
4474,McDonald,Joseph,1819-08-29,M,sen,IN,Democrat
4475,McFarland,William,1821-09-15,M,rep,TN,Democrat
4476,Meade,Edwin,1836-07-06,M,rep,NY,Democrat
4477,Metcalfe,Henry,1805-01-20,M,rep,NY,Democrat
4479,Milliken,Charles,1827-08-15,M,rep,KY,Democrat
4482,Neal,Lawrence,1844-09-22,M,rep,OH,Democrat
4484,O’Brien,William,1836-05-28,M,rep,MD,Democrat
4485,Odell,Nathaniel,1828-10-10,M,rep,NY,Democrat
4487,Parsons,Edward,1842-12-12,M,rep,KY,Democrat
4489,Piper,William,1826-05-21,M,rep,CA,Democrat
4491,Poppleton,Earley,1834-09-29,M,rep,OH,Democrat
4492,Potter,Allen,1818-10-02,M,rep,MI,Democrat
4493,Powell,Joseph,1828-06-23,M,rep,PA,Democrat
4496,Randolph,Theodore,1826-06-24,M,sen,NJ,Democrat
4497,Reilly,John,1836-02-22,M,rep,PA,Democrat
4498,Robbins,John,,M,rep,PA,Democrat
4501,Savage,John,1841-10-30,M,rep,OH,Democrat
4502,Schumaker,John,1826-06-27,M,rep,NY,Democrat
4505,Sheakley,James,1829-04-24,M,rep,PA,Democrat
4506,Spencer,William,1835-02-05,M,rep,LA,Democrat
4507,Stanton,William,1843-07-28,M,rep,PA,Democrat
4509,Steele,William,1842-07-24,M,rep,WY,Democrat
4510,Stone,William,1828-11-07,M,rep,MO,Democrat
4512,Tarbox,John,1838-05-06,M,rep,MA,Democrat
4513,Teese,Frederick,1823-10-21,M,rep,NJ,Democrat
4514,Terry,William,1824-08-14,M,rep,VA,Democrat
4515,Thomas,Phillip,1810-09-12,M,rep,MD,Democrat
4516,Thompson,Charles,1827-07-30,M,rep,MA,Democrat
4517,Thurman,Allen,1813-11-13,M,sen,OH,Democrat
4520,Vance,John,1839-07-19,M,rep,OH,Democrat
4522,Walker,Charles,1824-06-27,M,rep,NY,Democrat
4525,Wallace,William,1827-11-28,M,sen,PA,Democrat
4526,Walling,Ansel,1824-01-10,M,rep,OH,Democrat
4528,Ward,Elijah,1816-09-16,M,rep,NY,Democrat
4529,Warren,William,1834-02-27,M,rep,MA,Democrat
4530,Watterson,Henry,1840-02-16,M,rep,KY,Democrat
4533,Whitehouse,John,1817-07-19,M,rep,NY,Democrat
4536,Williams,James,1808-01-16,M,rep,IN,Democrat
4538,Wilshire,William,1830-09-08,M,rep,AR,Democrat
4539,Withers,Robert,1821-09-18,M,sen,VA,Democrat
4542,Barnum,William,1818-09-17,M,sen,CT,Democrat
4545,Price,Samuel,1805-07-28,M,sen,WV,Democrat
4547,Armstrong,David,1812-10-21,M,sen,MO,Democrat
4550,Bailey,James,1822-08-15,M,sen,TN,Democrat
4552,Banning,Henry,1836-11-10,M,rep,OH,Democrat
4553,Beebe,George,1836-10-28,M,rep,NY,Democrat
4554,Bell,Hiram,1827-01-19,M,rep,GA,Democrat
4555,Benedict,Charles,1828-02-07,M,rep,NY,Democrat
4556,Boone,Andrew,1831-04-04,M,rep,KY,Democrat
4558,Bridges,Samuel,1802-01-27,M,rep,PA,Democrat
4565,Caldwell,William,1832-11-08,M,rep,TN,Democrat
4566,Candler,Milton,1837-01-11,M,rep,GA,Democrat
4567,Clarke,John,1833-04-14,M,rep,KY,Democrat
4569,Collins,Francis,1841-03-05,M,rep,PA,Democrat
4572,Crittenden,Thomas,1832-01-01,M,rep,MO,Democrat
4574,Cutler,Augustus,1827-10-22,M,rep,NJ,Democrat
4576,Davis,Henry,1823-11-16,M,sen,WV,Democrat
4577,Dean,Benjamin,1824-08-14,M,rep,MA,Democrat
4579,Douglas,Beverly,1822-12-21,M,rep,VA,Democrat
4580,Durham,Milton,1824-05-16,M,rep,KY,Democrat
4582,Eickhoff,Anthony,1827-09-11,M,rep,NY,Democrat
4585,Fenn,Stephen,1820-03-28,M,rep,ID,Democrat
4587,Fleming,William,1803-10-29,M,rep,GA,Democrat
4589,Franklin,Benjamin,,M,rep,MO,Democrat
4591,Fuller,Benoni,1825-11-13,M,rep,IN,Democrat
4593,Garth,William,1828-10-28,M,rep,AL,Democrat
4594,Gause,Lucien,1836-12-25,M,rep,AR,Democrat
4595,Giddings,De,1827-07-18,M,rep,TX,Democrat
4596,Glover,John,1822-09-04,M,rep,MO,Democrat
4597,Grover,La,1823-11-29,M,sen,OR,Democrat
4598,Hamilton,Andrew,1834-06-07,M,rep,IN,Democrat
4600,Harrison,Carter,1825-02-15,M,rep,IL,Democrat
4601,Hart,Elizur,1841-04-08,M,rep,NY,Democrat
4602,Hartridge,Julian,1829-09-09,M,rep,GA,Democrat
4603,Hartzell,William,1837-02-20,M,rep,IL,Democrat
4604,Hatcher,Robert,1819-02-24,M,rep,MO,Democrat
4606,Hereford,Frank,1825-07-04,M,sen,WV,Democrat
4607,Hill,Benjamin,1823-09-14,M,sen,GA,Democrat
4612,Johnston,John,1818-09-09,M,sen,VA,Democrat
4613,Jones,Frank,1832-09-15,M,rep,NH,Democrat
4618,Knapp,Robert,1831-04-21,M,rep,IL,Democrat
4619,Landers,George,1813-02-22,M,rep,CT,Democrat
4622,Ligon,Robert,1823-12-16,M,rep,AL,Democrat
4623,Luttrell,John,1831-06-27,M,rep,CA,Democrat
4624,Lynde,William,1817-12-16,M,rep,WI,Democrat
4625,Mackey,Levi,1819-11-25,M,rep,PA,Democrat
4627,Mayham,Stephen,1826-10-08,M,rep,NY,Democrat
4634,Potter,Clarkson,1825-04-25,M,rep,NY,Democrat
4635,Pridemore,Auburn,1837-06-27,M,rep,VA,Democrat
4637,Quinn,Terence,1836-10-16,M,rep,NY,Democrat
4640,Rea,David,1831-01-19,M,rep,MO,Democrat
4641,Rice,Americus,1835-11-18,M,rep,OH,Democrat
4642,Riddle,Haywood,1834-06-20,M,rep,TN,Democrat
4643,Robbins,William,1828-10-26,M,rep,NC,Democrat
4644,Roberts,Charles,1842-04-19,M,rep,MD,Democrat
4650,Sayler,Milton,1831-11-04,M,rep,OH,Democrat
4653,Southard,Milton,1836-10-20,M,rep,OH,Democrat
4654,Stenger,William,1840-02-13,M,rep,PA,Democrat
4655,Stevens,Hiram,1832-03-20,M,rep,AZ,Democrat
4658,Swann,Thomas,1809-02-03,M,rep,MD,Democrat
4663,Turney,Jacob,1825-02-18,M,rep,PA,Democrat
4665,Veeder,William,1835-05-19,M,rep,NY,Democrat
4666,Waddell,Alfred,1834-09-16,M,rep,NC,Democrat
4667,Walker,Gilbert,1833-08-01,M,rep,VA,Democrat
4668,Walsh,William,1828-05-11,M,rep,MD,Democrat
4669,Warner,Levi,1831-10-10,M,rep,CT,Democrat
4672,Wigginton,Peter,1839-09-06,M,rep,CA,Democrat
4673,Williams,Alpheus,1810-09-20,M,rep,MI,Democrat
4675,Williams,James,1825-08-04,M,rep,DE,Democrat
4676,Williams,Jeremiah,1829-05-29,M,rep,AL,Democrat
4678,Willis,Benjamin,1840-03-24,M,rep,NY,Democrat
4680,Young,John,1834-11-04,M,rep,LA,Democrat
4681,Acklen,Joseph,1850-05-20,M,rep,LA,Democrat
4682,Bachman,Reuben,1834-08-06,M,rep,PA,Democrat
4689,Beale,Richard,1819-05-22,M,rep,VA,Democrat
4692,Bicknell,George,1815-02-06,M,rep,IN,Democrat
4694,Bouck,Gabriel,1828-12-16,M,rep,WI,Democrat
4697,Bright,John,1817-01-20,M,rep,TN,Democrat
4698,Campbell,John,1827-06-25,M,rep,AZ,Democrat
4703,Clark,Alvah,1840-09-13,M,rep,NJ,Democrat
4705,Clements,Newton,1837-12-23,M,rep,AL,Democrat
4706,Clymer,Hiester,1827-11-03,M,rep,PA,Democrat
4707,Coffroth,Alexander,1828-05-18,M,rep,PA,Democrat
4712,Davis,Joseph,1828-04-13,M,rep,NC,Democrat
4715,Dickey,Henry,1832-10-29,M,rep,OH,Democrat
4718,Elam,Joseph,1821-06-12,M,rep,LA,Democrat
4719,Ewing,Thomas,1829-08-07,M,rep,OH,Democrat
4720,Farley,James,1829-08-06,M,sen,CA,Democrat
4725,Finley,Ebenezer,1833-07-31,M,rep,OH,Democrat
4729,Goode,John,1829-05-27,M,rep,VA,Democrat
4730,Groome,James,1838-04-04,M,sen,MD,Democrat
4731,Harris,John,1823-05-08,M,rep,VA,Democrat
4733,Henkle,Eli,1828-11-24,M,rep,MD,Democrat
4734,Henry,Daniel,1823-02-19,M,rep,MD,Democrat
4736,Hostetler,Abraham,1818-11-22,M,rep,IN,Democrat
4737,Houston,George,1811-01-17,M,sen,AL,Democrat
4738,Hull,Noble,1827-03-11,M,rep,FL,Democrat
4740,Johnston,Joseph,1807-02-03,M,rep,VA,Democrat
4741,Jonas,Benjamin,1834-07-19,M,sen,LA,Democrat
4743,Kimmel,William,1812-08-15,M,rep,MD,Democrat
4744,Kitchin,William,1837-12-22,M,rep,NC,Democrat
4745,Lay,Alfred,1836-05-20,M,rep,MO,Democrat
4746,Lewis,Burwell,1838-07-07,M,rep,AL,Democrat
4748,Lounsbery,William,1831-12-25,M,rep,NY,Democrat
4750,Martin,Benjamin,1828-10-02,M,rep,WV,Democrat
4753,McMahon,John,1833-02-19,M,rep,OH,Democrat
4755,Myers,William,1836-06-12,M,rep,IN,Democrat
4756,New,Jeptha,1830-11-28,M,rep,IN,Democrat
4763,Pendleton,George,1825-07-19,M,sen,OH,Democrat
4765,Philips,John,1834-12-31,M,rep,MO,Democrat
4767,Poehler,Henry,1833-08-22,M,rep,MN,Democrat
4769,Richmond,James,1842-02-27,M,rep,VA,Democrat
4770,Rothwell,Gideon,1836-04-24,M,rep,MO,Democrat
4772,Ryon,John,1825-03-04,M,rep,PA,Democrat
4773,Samford,William,1844-09-16,M,rep,AL,Democrat
4776,Schleicher,Gustave,1823-11-19,M,rep,TX,Democrat
4777,Shields,James,,M,sen,MO,Democrat
4778,Slater,James,1826-12-28,M,sen,OR,Democrat
4779,Slemons,William,1830-03-15,M,rep,AR,Democrat
4780,Smith,Hezekiah,1816-07-24,M,rep,NJ,Democrat
4781,Smith,William,1829-03-14,M,rep,GA,Democrat
4783,Steele,Walter,1823-04-18,M,rep,NC,Democrat
4784,Stevenson,Adlai,1835-10-23,M,rep,IL,Democrat
4786,Turner,Thomas,1821-09-10,M,rep,KY,Democrat
4788,Waddill,James,1842-11-22,M,rep,MO,Democrat
4789,Walker,James,1830-12-13,M,sen,AR,Democrat
4790,Wells,Erastus,1823-12-02,M,rep,MO,Democrat
4792,Whiteaker,John,1820-05-04,M,rep,OR,Democrat
4793,Williams,John,1818-07-10,M,sen,KY,Democrat
4795,Yeates,Jesse,1829-05-29,M,rep,NC,Democrat
4799,Ainslie,George,1838-10-30,M,rep,ID,Democrat
4801,Allen,Thomas,1813-08-29,M,rep,MO,Democrat
4802,Armfield,Robert,1829-07-09,M,rep,NC,Democrat
4803,Atherton,Gibson,1831-01-19,M,rep,OH,Democrat
4804,Atkins,John,1825-06-04,M,rep,TN,Democrat
4805,Bayard,Thomas,1828-10-29,M,sen,DE,Democrat
4806,Berry,Campbell,1834-11-07,M,rep,CA,Democrat
4807,Black,George,1835-03-24,M,rep,GA,Democrat
4811,Caldwell,John,1837-01-15,M,rep,KY,Democrat
4816,Chapman,Andrew,1839-01-17,M,rep,MD,Democrat
4817,Clark,John,1831-01-14,M,rep,MO,Democrat
4818,Colerick,Walpole,1845-08-01,M,rep,IN,Democrat
4820,Cook,Philip,1817-07-30,M,rep,GA,Democrat
4823,Cravens,Jordan,1830-11-07,M,rep,AR,Democrat
4831,Dugro,Philip,1855-10-03,M,rep,NY,Democrat
4835,Fair,James,1831-12-03,M,sen,NV,Democrat
4837,Finley,Jesse,1812-11-18,M,rep,FL,Democrat
4840,Frost,Richard,1851-12-29,M,rep,MO,Democrat
4843,Gunter,Thomas,1826-09-18,M,rep,AR,Democrat
4846,Hardenbergh,Augustus,1830-05-18,M,rep,NJ,Democrat
4848,Harris,Henry,1850-12-27,M,rep,NJ,Democrat
4854,Hoge,John,1825-02-02,M,rep,WV,Democrat
4855,House,John,1827-01-09,M,rep,TN,Democrat
4859,Jackson,Howell,1832-04-08,M,sen,TN,Democrat
4862,Jones,Charles,1834-12-24,M,sen,FL,Democrat
4867,Klotz,Robert,1819-10-27,M,rep,PA,Democrat
4868,Knott,James,1830-08-29,M,rep,KY,Democrat
4871,Leedom,John,1847-12-20,M,rep,OH,Democrat
4878,Martin,Edward,1837-03-29,M,rep,DE,Democrat
4880,Maxey,Samuel,1825-03-30,M,sen,TX,Democrat
4883,McKenzie,James,1840-08-01,M,rep,KY,Democrat
4884,McLane,Robert,1815-06-23,M,rep,MD,Democrat
4895,Nolan,Michael,1833-05-04,M,rep,NY,Democrat
4897,O’Connor,Michael,1831-09-29,M,rep,SC,Democrat
4902,Phelps,James,1822-01-12,M,rep,CT,Democrat
4903,Phister,Elijah,1822-10-08,M,rep,KY,Democrat
4910,Richardson,John,1828-02-29,M,rep,SC,Democrat
4913,Ross,Miles,1827-04-30,M,rep,NJ,Democrat
4914,Scoville,Jonathan,1830-07-14,M,rep,NY,Democrat
4916,Shackelford,John,1844-11-16,M,rep,NC,Democrat
4920,Simonton,Charles,1838-09-08,M,rep,TN,Democrat
4921,Singleton,James,1811-11-23,M,rep,IL,Democrat
4924,Sparks,William,1828-11-19,M,rep,IL,Democrat
4927,Stephens,Alexander,1812-02-11,M,rep,GA,Democrat
4932,Upson,Christopher,1829-10-17,M,rep,TX,Democrat
4941,Wilson,Benjamin,1825-04-30,M,rep,WV,Democrat
4942,Wise,Morgan,1825-06-07,M,rep,PA,Democrat
4943,Wood,Benjamin,1820-10-13,M,rep,NY,Democrat
4944,Wood,Fernando,1812-06-14,M,rep,NY,Democrat
4947,Barrow,Middleton,1839-08-01,M,sen,GA,Democrat
4949,Alexander,Armstead,1834-05-26,M,rep,MO,Democrat
4951,Bagley,John,1832-11-26,M,rep,NY,Democrat
4957,Bratton,John,1831-03-07,M,rep,SC,Democrat
4962,Broadhead,James,1819-05-29,M,rep,MO,Democrat
4963,Buchanan,Hugh,1823-09-15,M,rep,GA,Democrat
4964,Buckner,Aylett,1816-12-14,M,rep,MO,Democrat
4965,Budd,James,1851-05-18,M,rep,CA,Democrat
4967,Cassidy,George,1836-04-25,M,rep,NV,Democrat
4969,Clay,James,1840-10-29,M,rep,KY,Democrat
4970,Connolly,Daniel,1847-04-24,M,rep,PA,Democrat
4971,Converse,George,1827-06-04,M,rep,OH,Democrat
4972,Cook,John,1846-12-26,M,rep,IA,Democrat
4973,Cosgrove,John,1839-09-12,M,rep,MO,Democrat
4974,Covington,George,1838-09-12,M,rep,MD,Democrat
4980,Davis,Lowndes,1836-12-13,M,rep,MO,Democrat
4981,Deuster,Peter,1831-02-13,M,rep,WI,Democrat
