,last_name,first_name,birthday,gender,type,state,party
4438,Flye,Edwin,1817-03-04,M,rep,ME,Republican
4439,Frost,Rufus,1826-07-18,M,rep,MA,Republican
4442,Hamlin,Hannibal,1809-08-27,M,sen,ME,Republican
4443,Haralson,Jeremiah,1846-04-01,M,rep,AL,Republican
4444,Hathorn,Henry,1813-11-28,M,rep,NY,Republican
4446,Hays,Charles,1834-02-02,M,rep,AL,Republican
4447,Hersey,Samuel,1812-04-12,M,rep,ME,Republican
4448,Hoge,Solomon,1836-07-11,M,rep,SC,Republican
4449,Hoskins,George,1824-12-24,M,rep,NY,Republican
4451,Hurlbut,Stephen,1815-11-29,M,rep,IL,Republican
4452,Hyman,John,1840-07-23,M,rep,NC,Republican
4459,Ketchum,Winthrop,1820-06-29,M,rep,PA,Republican
4461,Kimball,Alanson,1827-03-12,M,rep,WI,Republican
4462,King,William,1828-12-16,M,rep,MN,Republican
4466,Lawrence,William,1819-06-26,M,rep,OH,Republican
4468,Leavenworth,Elias,1803-12-20,M,rep,NY,Republican
4471,MacDougall,Clinton,1839-06-14,M,rep,NY,Republican
4472,Magoon,Henry,1832-01-31,M,rep,WI,Republican
4473,McCrary,George,1835-08-29,M,rep,IA,Republican
4478,Miller,Samuel,1827-05-27,M,rep,NY,Republican
4480,Morey,Frank,1840-07-11,M,rep,LA,Republican
4481,Nash,Charles,1844-05-23,M,rep,LA,Republican
4483,Norton,Nelson,1820-03-30,M,rep,NY,Republican
4486,Packer,John,1824-03-21,M,rep,PA,Republican
4488,Pierce,Henry,1825-08-23,M,rep,MA,Republican
4490,Plaisted,Harris,1828-11-02,M,rep,ME,Republican
4494,Pratt,Henry,1838-02-11,M,rep,IA,Republican
4495,Purman,William,1840-04-11,M,rep,FL,Republican
4499,Ross,Sobieski,1828-05-16,M,rep,PA,Republican
4500,Rusk,Jeremiah,1830-06-17,M,rep,WI,Republican
4504,Sharon,William,1821-01-09,M,sen,NV,Republican
4508,Starkweather,Henry,1826-04-29,M,rep,CT,Republican
4511,Stowell,William,1840-07-26,M,rep,VA,Republican
4518,Townsend,Washington,1813-01-20,M,rep,PA,Republican
4519,Tufts,John,1840-07-12,M,rep,IA,Republican
4521,Waldron,Henry,1819-10-11,M,rep,MI,Republican
4523,Wallace,Alexander,1810-12-30,M,rep,SC,Republican
4524,Wallace,John,1818-12-20,M,rep,PA,Republican
4527,Walls,Josiah,1842-12-30,M,rep,FL,Republican
4532,Wheeler,William,1819-06-30,M,rep,NY,Republican
4534,Whiting,Richard,1826-01-17,M,rep,IL,Republican
4535,Willard,George,1824-03-20,M,rep,MI,Republican
4537,Williams,William,1826-07-28,M,rep,MI,Republican
4540,Wood,Alan,1834-07-06,M,rep,PA,Republican
4541,Woodworth,Laurin,1837-09-10,M,rep,OH,Republican
4543,Blaine,James,1830-01-31,M,sen,ME,Republican
4544,Chaffee,Jerome,1825-04-17,M,sen,CO,Republican
4546,Hayes,Rutherford,1822-10-04,M,rep,OH,Republican
4548,Bacon,William,1803-02-18,M,rep,NY,Republican
4549,Bagley,George,1826-07-22,M,rep,NY,Republican
4551,Baker,William,1827-01-17,M,rep,NY,Republican
4557,Brentano,Lorenzo,1813-11-04,M,rep,IL,Republican
4559,Brogden,Curtis,1816-11-06,M,rep,NC,Republican
4560,Bundy,Solomon,1823-05-22,M,rep,NY,Republican
4561,Burchard,Horatio,1825-09-22,M,rep,IL,Republican
4562,Burdick,Theodore,1836-10-07,M,rep,IA,Republican
4563,Butler,Benjamin,1818-11-05,M,rep,MA,Republican
4564,Cain,Richard,1825-04-12,M,rep,SC,Republican
4568,Cole,Nathan,1825-07-26,M,rep,MO,Republican
4570,Corlett,William,1842-04-10,M,rep,WY,Republican
4571,Cox,Jacob,1828-10-27,M,rep,OH,Republican
4573,Cummings,Henry,1831-05-21,M,rep,IA,Republican
4578,Denison,Dudley,1819-09-13,M,rep,VT,Republican
4581,Eames,Benjamin,1818-06-04,M,rep,RI,Republican
4583,Ellsworth,Charles,1824-01-29,M,rep,MI,Republican
4584,Evans,James,1825-03-27,M,rep,IN,Republican
4586,Ferry,Thomas,1827-06-10,M,sen,MI,Republican
4588,Foster,Charles,1828-04-12,M,rep,OH,Republican
4590,Freeman,Chapman,1832-10-08,M,rep,PA,Republican
4592,Gardner,Mills,1830-01-30,M,rep,OH,Republican
4599,Hanna,John,1827-09-03,M,rep,IN,Republican
4605,Hendee,George,1832-11-30,M,rep,VT,Republican
4608,Hungerford,John,1825-12-31,M,rep,NY,Republican
4609,Hunter,Morton,1825-02-05,M,rep,IN,Republican
4610,Ittner,Anthony,1837-10-08,M,rep,MO,Republican
4611,Jacobs,Orange,1827-05-02,M,rep,WA,Republican
4614,Jones,John,1836-02-12,M,rep,OH,Republican
4615,Keightley,Edwin,1843-08-07,M,rep,MI,Republican
4616,Kidder,Jefferson,1815-06-04,M,rep,DK,Republican
4617,Kirkwood,Samuel,1813-12-20,M,sen,IA,Republican
4620,Lathrop,William,1825-04-17,M,rep,IL,Republican
4621,Leonard,John,1845-09-22,M,rep,LA,Republican
4626,Matthews,Stanley,1824-07-21,M,sen,OH,Republican
4628,Metcalfe,Lyne,1822-04-21,M,rep,MO,Republican
4629,Oliver,Samuel,1833-07-21,M,rep,IA,Republican
4630,Patterson,George,1799-11-11,M,rep,NY,Republican
4631,Peddie,Thomas,1808-02-11,M,rep,NJ,Republican
4632,Phillips,William,1824-01-14,M,rep,KS,Republican
4633,Pollard,Henry,1836-06-14,M,rep,MO,Republican
4636,Pugh,John,1827-06-23,M,rep,NJ,Republican
4638,Rainey,Joseph,1832-06-21,M,rep,SC,Republican
4639,Randolph,James,1825-10-18,M,rep,TN,Republican
4645,Robinson,Milton,1832-04-20,M,rep,IN,Republican
4646,Rollins,Edward,1824-10-03,M,sen,NH,Republican
4647,Romero,Trinidad,1835-06-15,M,rep,NM,Republican
4648,Sampson,Ezekiel,1831-12-06,M,rep,IA,Republican
4649,Saunders,Alvin,1817-07-12,M,sen,NE,Republican
4651,Sexton,Leonidas,1827-05-19,M,rep,IN,Republican
4652,Sinnickson,Clement,1834-09-16,M,rep,NJ,Republican
4656,Stewart,Jacob,1829-01-15,M,rep,MN,Republican
4657,Stone,Joseph,1829-07-30,M,rep,IA,Republican
4659,Thompson,John,1829-01-04,M,rep,PA,Republican
4660,Thornburgh,Jacob,1837-07-03,M,rep,TN,Republican
4661,Tipton,Thomas,1833-08-29,M,rep,IL,Republican
4662,Townsend,Martin,1810-02-06,M,rep,NY,Republican
4664,Van Vorhes,Nelson,1822-01-23,M,rep,OH,Republican
4670,Welch,Frank,1835-02-10,M,rep,NE,Republican
4671,White,Michael,1827-09-08,M,rep,IN,Republican
4674,Williams,Andrew,1828-08-27,M,rep,NY,Republican
4677,Williams,Richard,1836-11-15,M,rep,OR,Republican
4679,Wren,Thomas,1826-01-02,M,rep,NV,Republican
4683,Bailey,John,1838-08-24,M,rep,NY,Republican
4684,Baker,John,1832-02-28,M,rep,IN,Republican
4685,Baldwin,Henry,1814-02-22,M,sen,MI,Republican
4686,Ballou,Latimer,1812-03-01,M,rep,RI,Republican
4687,Barber,Hiram,1835-03-24,M,rep,IL,Republican
4690,Bell,Charles,1823-11-18,M,sen,NH,Republican
4691,Bennett,Granville,1833-10-09,M,rep,DK,Republican
4693,Blake,John,1831-03-25,M,rep,NJ,Republican
4695,Boyd,Thomas,1830-06-25,M,rep,IL,Republican
4696,Brigham,Lewis,1831-01-02,M,rep,NJ,Republican
4699,Carpenter,Matthew,1824-12-22,M,sen,WI,Republican
4700,Chandler,Zachariah,1813-12-10,M,sen,MI,Republican
4701,Chittenden,Simeon,1814-03-29,M,rep,NY,Republican
4702,Claflin,William,1818-03-06,M,rep,MA,Republican
4704,Clark,Rush,1834-10-01,M,rep,IA,Republican
4708,Conkling,Roscoe,1829-10-30,M,sen,NY,Republican
4709,Cowgill,Calvin,1819-01-07,M,rep,IN,Republican
4710,Daggett,Rollin,1831-02-22,M,rep,NV,Republican
4711,Davis,Horace,1831-03-16,M,rep,CA,Republican
4714,Dick,Samuel,1836-10-26,M,rep,PA,Republican
4716,Downey,Stephen,1839-07-25,M,rep,WY,Republican
4717,Einstein,Edwin,1842-11-18,M,rep,NY,Republican
4721,Farr,Evarts,1840-10-10,M,rep,NH,Republican
4723,Ferdon,John,1826-12-13,M,rep,NY,Republican
4724,Field,Walbridge,1833-04-26,M,rep,MA,Republican
4727,Fort,Greenbury,1825-10-17,M,rep,IL,Republican
4732,Hayes,Philip,1833-02-03,M,rep,IL,Republican
4735,Hill,Nathaniel,1832-02-18,M,sen,CO,Republican
4739,James,Amaziah,1812-07-01,M,rep,NY,Republican
4742,Killinger,John,1824-09-18,M,rep,PA,Republican
4747,Loring,George,1817-11-08,M,rep,MA,Republican
4749,Majors,Thomas,1841-06-25,M,rep,NE,Republican
4751,Martin,Joseph,1833-11-21,M,rep,NC,Republican
4752,McGowan,Jonas,1837-04-02,M,rep,MI,Republican
4754,Monroe,James,1821-07-18,M,rep,OH,Republican
4757,Newberry,John,1826-11-18,M,rep,MI,Republican
4760,Osmer,James,1832-01-23,M,rep,PA,Republican
4761,Otero,Mariano,1844-08-29,M,rep,NM,Republican
4762,Overton,Edward,1836-02-04,M,rep,PA,Republican
4766,Pierce,Ray,1840-08-06,M,rep,NY,Republican
4768,Price,Hiram,1814-01-10,M,rep,IA,Republican
4774,Sapp,William,1824-11-20,M,rep,IA,Republican
4782,Starin,John,1825-08-27,M,rep,NY,Republican
4785,Stone,John,1838-07-18,M,rep,MI,Republican
4787,Voorhis,Charles,1833-03-13,M,rep,NJ,Republican
4791,White,Harry,1834-01-12,M,rep,PA,Republican
4797,Garfield,James,1831-11-19,M,rep,OH,Republican
4798,Windom,William,1827-05-10,M,sen,MN,Republican
4800,Aldrich,William,1820-01-19,M,rep,IL,Republican
4808,Bowman,Selwyn,1840-05-11,M,rep,MA,Republican
4809,Briggs,James,1827-10-23,M,rep,NH,Republican
4812,Cameron,Angus,1826-07-04,M,sen,WI,Republican
4813,Camp,John,1840-04-04,M,rep,NY,Republican
4814,Cannon,George,1827-01-11,M,rep,UT,Republican
4815,Carpenter,Cyrus,1829-11-24,M,rep,IA,Republican
4819,Conger,Omar,1818-04-01,M,sen,MI,Republican
4821,Cornell,Thomas,1814-01-27,M,rep,NY,Republican
4822,Crapo,William,1830-05-16,M,rep,MA,Republican
4824,Crowley,Richard,1836-12-14,M,rep,NY,Republican
4825,Darrall,Chester,1842-06-24,M,rep,LA,Republican
4826,Dawes,Rufus,1838-07-04,M,rep,OH,Republican
4827,De Motte,Mark,1832-12-28,M,rep,IN,Republican
4828,Deering,Nathaniel,1827-09-02,M,rep,IA,Republican
4829,Dezendorf,John,1834-08-10,M,rep,VA,Republican
4830,Doxey,Charles,1841-07-13,M,rep,IN,Republican
4832,Dwight,Jeremiah,1819-04-17,M,rep,NY,Republican
4833,Edgerton,Alonzo,1827-06-07,M,sen,MN,Republican
4834,Errett,Russell,1817-11-10,M,rep,PA,Republican
4836,Farwell,Sewall,1834-04-26,M,rep,IA,Republican
4838,Fisher,Horatio,1838-04-21,M,rep,PA,Republican
4842,Godshalk,William,1817-10-25,M,rep,PA,Republican
4844,Hall,Joshua,1828-11-05,M,rep,NH,Republican
4845,Hammond,John,1827-08-17,M,rep,NY,Republican
4847,Harris,Benjamin,1823-11-10,M,rep,MA,Republican
4849,Hawk,Robert,1839-04-23,M,rep,IL,Republican
4851,Hazelton,George,1832-01-03,M,rep,WI,Republican
4852,Heilman,William,1824-10-11,M,rep,IN,Republican
4853,Hill,John,1821-06-10,M,rep,NJ,Republican
4856,Hubbell,Jay,1829-09-15,M,rep,MI,Republican
4857,Hubbs,Orlando,1840-02-18,M,rep,NC,Republican
4858,Humphrey,Herman,1830-03-14,M,rep,WI,Republican
4860,Jacobs,Ferris,1836-03-20,M,rep,NY,Republican
4861,Jadwin,Cornelius,1835-03-27,M,rep,PA,Republican
4864,Jones,Phineas,1819-04-18,M,rep,NJ,Republican
4865,Jorgensen,Joseph,1844-02-11,M,rep,VA,Republican
4866,Joyce,Charles,1830-01-30,M,rep,VT,Republican
4870,Lapham,Elbridge,1814-10-18,M,sen,NY,Republican
4872,Lewis,John,1830-07-21,M,rep,IL,Republican
4873,Lindsey,Stephen,1828-03-03,M,rep,ME,Republican
4874,Lord,Henry,1821-03-08,M,rep,MI,Republican
4876,Lynch,John,1847-09-10,M,rep,MS,Republican
4877,Mahone,William,1826-12-01,M,sen,VA,Republican
4879,Mason,Joseph,1828-03-30,M,rep,NY,Republican
4881,McCook,Anson,1835-10-10,M,rep,NY,Republican
4882,McDill,James,1834-03-04,M,sen,IA,Republican
4885,McLean,James,1829-08-13,M,rep,MO,Republican
4886,McMillan,Samuel,1826-02-22,M,sen,MN,Republican
4887,Miller,John,1831-11-21,M,sen,CA,Republican
4888,Miller,Warner,1838-08-12,M,sen,NY,Republican
4889,Mitchell,John,1838-07-28,M,sen,PA,Republican
4890,Moore,William,1830-03-28,M,rep,TN,Republican
4891,Morton,Levi,1824-05-16,M,rep,NY,Republican
4894,Neal,Henry,1828-08-25,M,rep,OH,Republican
4896,Norcross,Amasa,1824-01-26,M,rep,MA,Republican
4898,Orth,Godlove,1817-04-22,M,rep,IN,Republican
4899,Pacheco,Romualdo,1831-10-31,M,rep,CA,Republican
4900,Page,Horace,1833-10-20,M,rep,CA,Republican
4901,Peirce,Robert,1843-02-17,M,rep,IN,Republican
4904,Pound,Thaddeus,1833-12-06,M,rep,WI,Republican
4905,Prescott,Cyrus,1836-08-15,M,rep,NY,Republican
4906,Rice,John,1832-06-23,M,rep,OH,Republican
4908,Rich,John,1841-04-23,M,rep,MI,Republican
4909,Richardson,David,1833-05-28,M,rep,NY,Republican
4911,Ritchie,James,1829-07-28,M,rep,OH,Republican
4912,Robeson,George,1829-03-16,M,rep,NJ,Republican
4915,Sessinghaus,Gustavus,1838-11-08,M,rep,MO,Republican
4917,Shallenberger,William,1839-11-24,M,rep,PA,Republican
4918,Sherwin,John,1838-02-08,M,rep,IL,Republican
4919,Shultz,Emanuel,1819-07-25,M,rep,OH,Republican
4922,Smith,Dietrich,1840-04-04,M,rep,IL,Republican
4925,Spaulding,Oliver,1833-08-02,M,rep,MI,Republican
4928,Thompson,William,1830-01-17,M,rep,IA,Republican
4929,Townsend,Amos,,M,rep,OH,Republican
4930,Tyler,James,1835-04-27,M,rep,VT,Republican
4931,Updegraff,Jonathan,1822-05-13,M,rep,OH,Republican
4933,Urner,Milton,1839-07-29,M,rep,MD,Republican
4934,Van Aernam,Henry,1819-03-11,M,rep,NY,Republican
4935,Van Wyck,Charles,1824-05-10,M,sen,NE,Republican
4936,Walker,Robert,1838-10-20,M,rep,PA,Republican
4937,Ward,William,1837-01-01,M,rep,PA,Republican
4938,Webber,George,1825-11-25,M,rep,MI,Republican
4939,Williams,Charles,1829-10-18,M,rep,WI,Republican
4940,Willits,Edwin,1830-04-24,M,rep,MI,Republican
4945,Wood,Walter,1815-10-23,M,rep,NY,Republican
4946,Young,Thomas,1832-12-14,M,rep,OH,Republican
4948,Chilcott,George,1828-01-02,M,sen,CO,Republican
4950,Anthony,Henry,1815-04-01,M,sen,RI,Republican
4952,Barr,Samuel,1829-06-15,M,rep,PA,Republican
4953,Belford,James,1837-09-28,M,rep,CO,Republican
4954,Bisbee,Horatio,1839-05-01,M,rep,FL,Republican
4955,Bowen,Thomas,1835-10-26,M,sen,CO,Republican
4956,Brainerd,Samuel,1842-11-13,M,rep,PA,Republican
4958,Breitung,Edward,1831-11-10,M,rep,MI,Republican
4959,Brents,Thomas,1840-12-24,M,rep,WA,Republican
4960,Brewer,Francis,1820-10-08,M,rep,NY,Republican
4961,Brewer,John,1844-03-29,M,rep,NJ,Republican
4966,Calkins,William,1842-02-18,M,rep,IN,Republican
4975,Craig,George,1845-12-25,M,rep,AL,Republican
4976,Culbertson,William,1835-09-22,M,rep,KY,Republican
4977,Cullen,William,1826-03-04,M,rep,IL,Republican
4978,Cutts,Marsena,1833-05-22,M,rep,IA,Republican
4979,Davis,George,1840-01-03,M,rep,IL,Republican
4997,George,Melvin,1849-05-13,M,rep,OR,Republican
5003,Hart,Alphonso,1830-07-04,M,rep,OH,Republican
5004,Haskell,Dudley,1842-03-23,M,rep,KS,Republican
5005,Hatch,Herschel,1837-02-17,M,rep,MI,Republican
5009,Holton,Hart,1835-10-13,M,rep,MD,Republican
5012,Horr,Roswell,1830-11-26,M,rep,MI,Republican
5014,Howey,Benjamin,1828-03-17,M,rep,NJ,Republican
5018,Jeffords,Elza,1826-05-23,M,rep,MS,Republican
5021,Kasson,John,1822-01-11,M,rep,IA,Republican
5022,Kellogg,William,1830-12-08,M,rep,LA,Republican
5023,Lacey,Edward,1835-11-26,M,rep,MI,Republican
5026,Lawrence,George,1818-11-13,M,rep,PA,Republican
5028,Luna,Tranquilino,1849-02-25,M,rep,NM,Republican
5030,Mackey,Edmund,1846-03-08,M,rep,SC,Republican
5035,McCoid,Moses,1840-11-05,M,rep,IA,Republican
5036,McCormick,John,1831-12-20,M,rep,OH,Republican
5044,Palmer,Thomas,1830-01-25,M,sen,MI,Republican
5047,Peelle,Stanton,1843-02-11,M,rep,IN,Republican
5048,Pike,Austin,1819-10-16,M,sen,NH,Republican
5049,Poland,Luke,1815-11-01,M,rep,VT,Republican
5050,Pool,Walter,1850-10-10,M,rep,NC,Republican
5056,Ray,Ossian,1835-12-13,M,rep,NH,Republican
5057,Raymond,John,1844-12-05,M,rep,DK,Republican
5058,Riddleberger,Harrison,1844-10-04,M,sen,VA,Republican
5059,Robinson,George,1834-01-20,M,rep,MA,Republican
5060,Robinson,James,1827-10-14,M,rep,OH,Republican
5064,Russell,William,1831-04-22,M,rep,MA,Republican
5065,Sabin,Dwight,1843-04-25,M,sen,MN,Republican
5070,Singiser,Theodore,1845-03-15,M,rep,ID,Republican
5071,Skinner,Charles,1844-08-04,M,rep,NY,Republican
5073,Smith,Abraham,1815-03-07,M,rep,PA,Republican
5074,Smith,Hiram,1843-03-22,M,rep,IA,Republican
5079,Tabor,Horace,1830-11-26,M,sen,CO,Republican
5083,Valentine,Edward,1843-06-01,M,rep,NE,Republican
5090,White,John,1849-01-16,M,rep,KY,Republican
5092,Wilson,James,1835-08-16,M,rep,IA,Republican
5100,Sheffield,William,1820-08-30,M,sen,RI,Republican
5108,Bean,Curtis,1828-01-04,M,rep,AZ,Republican
5111,Brady,James,1843-04-03,M,rep,VA,Republican
5114,Brown,William,1836-04-22,M,rep,PA,Republican
5115,Buck,John,1835-12-06,M,rep,CT,Republican
5116,Burleigh,Henry,1832-06-02,M,rep,NY,Republican
5119,Campbell,Jacob,1821-11-20,M,rep,PA,Republican
5121,Chace,Jonathan,1829-07-22,M,sen,RI,Republican
5133,Ellwood,Reuben,1821-02-21,M,rep,IL,Republican
5134,Ely,Frederick,1838-09-24,M,rep,MA,Republican
5136,Evans,Isaac,1827-07-29,M,rep,PA,Republican
5137,Evarts,William,1818-02-06,M,sen,NY,Republican
5138,Everhart,James,1821-07-26,M,rep,PA,Republican
5140,Fleeger,George,1839-03-13,M,rep,PA,Republican
5145,Gilfillan,John,1835-02-11,M,rep,MN,Republican
5148,Hahn,Michael,1830-11-24,M,rep,LA,Republican
5155,Hanback,Lewis,1839-03-27,M,rep,KS,Republican
5157,Haynes,Martin,1842-07-30,M,rep,NH,Republican
5161,Ingalls,John,1833-12-29,M,sen,KS,Republican
5163,James,Darwin,1834-05-14,M,rep,NY,Republican
5164,Johnson,Frederick,1833-01-02,M,rep,NY,Republican
5169,Libbey,Harry,1843-11-22,M,rep,VA,Republican
5170,Lindsley,James,1819-03-19,M,rep,NY,Republican
5171,Little,John,1837-04-25,M,rep,OH,Republican
5172,Logan,John,1826-02-09,M,sen,IL,Republican
5174,Louttit,James,1848-10-16,M,rep,CA,Republican
5177,Markham,Henry,1840-11-16,M,rep,CA,Republican
5180,Millard,Stephen,1841-01-14,M,rep,NY,Republican
5186,Negley,James,1826-12-22,M,rep,PA,Republican
5187,O’Hara,James,1844-02-26,M,rep,NC,Republican
5189,Pettibone,Augustus,1835-01-21,M,rep,TN,Republican
5190,Pirce,William,1824-02-29,M,rep,RI,Republican
5191,Price,Hugh,1859-12-02,M,rep,WI,Republican
5192,Price,William,1824-06-17,M,rep,WI,Republican
5195,Ranney,Ambrose,1821-04-17,M,rep,MA,Republican
5198,Rice,William,1826-03-07,M,rep,MA,Republican
5202,Sessions,Walter,1820-10-04,M,rep,NY,Republican
5205,Smalls,Robert,1839-04-05,M,rep,SC,Republican
5208,Stone,Eben,1822-08-03,M,rep,MA,Republican
5210,Strait,Horace,1835-01-26,M,rep,MN,Republican
5211,Swinburne,John,1820-05-30,M,rep,NY,Republican
5213,Taylor,Isaac,1840-04-18,M,rep,OH,Republican
5215,Taylor,Zachary,1849-05-09,M,rep,TN,Republican
5221,Wadsworth,William,1821-07-04,M,rep,KY,Republican
5222,Wait,John,1811-08-27,M,rep,CT,Republican
5223,Wakefield,James,1825-03-21,M,rep,MN,Republican
5228,Weaver,Archibald,1843-04-15,M,rep,NE,Republican
5230,White,Alexander,1833-12-12,M,rep,PA,Republican
5231,White,Milo,1830-08-17,M,rep,MN,Republican
5237,Cheney,Person,1828-02-25,M,sen,NH,Republican
5238,Williams,Abram,1832-02-03,M,sen,CA,Republican
5239,Allen,Charles,1848-04-15,M,rep,MA,Republican
5246,Bound,Franklin,1829-04-09,M,rep,PA,Republican
5247,Bowen,Henry,1841-12-26,M,rep,VA,Republican
5248,Brown,Charles,1834-07-04,M,rep,OH,Republican
5249,Brown,John,1842-01-14,M,rep,VA,Republican
5251,Bunnell,Frank,1842-03-19,M,rep,PA,Republican
5253,Butler,Roderick,1827-04-09,M,rep,TN,Republican
5257,Crouse,George,1832-11-23,M,rep,OH,Republican
5258,Davenport,Ira,1841-06-28,M,rep,NY,Republican
5260,Davis,Robert,1823-08-28,M,rep,MA,Republican
5261,Dawes,Henry,1816-10-30,M,sen,MA,Republican
5263,Dunham,Ransom,1838-03-21,M,rep,IL,Republican
5265,Edmunds,George,1828-02-01,M,sen,VT,Republican
5266,Farwell,Charles,1823-07-01,M,sen,IL,Republican
5270,Fuller,William,1846-03-30,M,rep,IA,Republican
5271,Gaines,William,1844-08-30,M,rep,VA,Republican
5276,Guenther,Richard,1845-11-30,M,rep,WI,Republican
5278,Hayden,Edward,1833-12-27,M,rep,MA,Republican
5280,Hiestand,John,1824-10-02,M,rep,PA,Republican
5281,Hires,George,1835-01-26,M,rep,NJ,Republican
5282,Hiscock,Frank,1834-09-06,M,sen,NY,Republican
5284,Holmes,Adoniram,1842-03-02,M,rep,IA,Republican
5286,Hopkins,Stephen,1849-03-25,M,rep,NY,Republican
5287,Hovey,Alvin,1821-09-06,M,rep,IN,Republican
5291,Jackson,Oscar,1840-09-02,M,rep,PA,Republican
5292,Johnston,James,1839-01-19,M,rep,IN,Republican
5299,Long,John,1838-10-27,M,rep,MA,Republican
5300,Lyman,Joseph,1840-09-13,M,rep,IA,Republican
5303,Maffett,James,1837-02-02,M,rep,PA,Republican
5306,McCullogh,Welty,1847-10-10,M,rep,PA,Republican
5309,Moffatt,Seth,1841-08-10,M,rep,MI,Republican
5315,Paddock,Algernon,1830-11-09,M,sen,NE,Republican
5316,Parker,Abraham,1831-11-14,M,rep,NY,Republican
5317,Patton,John,1823-01-06,M,rep,PA,Republican
5318,Phelps,William,1839-08-24,M,rep,NJ,Republican
5320,Plumb,Ralph,1816-03-29,M,rep,IL,Republican
5321,Posey,Francis,1848-04-28,M,rep,IN,Republican
5325,Romeis,Jacob,1835-12-01,M,rep,OH,Republican
5327,Sawyer,Philetus,1816-09-22,M,sen,WI,Republican
5329,Seymour,Henry,1834-07-21,M,rep,MI,Republican
5334,Symes,George,1840-04-28,M,rep,CO,Republican
5337,Thomas,George,1828-11-23,M,rep,KY,Republican
5338,Thomas,John,1846-10-11,M,rep,IL,Republican
5344,Weber,John,1842-09-21,M,rep,NY,Republican
5345,West,George,1823-02-17,M,rep,NY,Republican
5346,White,James,1835-06-26,M,rep,IN,Republican
5347,White,Stephen,1831-08-01,M,rep,NY,Republican
5348,Whiting,William,1841-05-24,M,rep,MA,Republican
5351,Woodburn,William,1838-04-14,M,rep,NV,Republican
5352,Harrison,Benjamin,1833-08-20,M,sen,IN,Republican
5353,Adams,George,1840-06-18,M,rep,IL,Republican
5354,Allen,Edward,1839-10-28,M,rep,MI,Republican
5355,Allen,John,1845-05-18,M,sen,WA,Republican
5357,Anderson,John,1834-06-26,M,rep,KS,Republican
5358,Atkinson,George,1845-06-29,M,rep,WV,Republican
5359,Baker,Charles,1839-02-18,M,rep,NY,Republican
5360,Banks,Nathaniel,1816-01-30,M,rep,MA,Republican
5363,Bayne,Thomas,1836-06-14,M,rep,PA,Republican
5365,Beckwith,Charles,1838-10-22,M,rep,NJ,Republican
5367,Bliss,Aaron,1837-05-22,M,rep,MI,Republican
5368,Boothman,Melvin,1846-10-16,M,rep,OH,Republican
5369,Bowden,George,1852-07-06,M,rep,VA,Republican
5370,Brewer,Mark,1837-10-22,M,rep,MI,Republican
5371,Brower,John,1845-07-19,M,rep,NC,Republican
5372,Browne,Thomas,1844-02-08,M,rep,VA,Republican
5373,Browne,Thomas,1829-04-19,M,rep,IN,Republican
5377,Butterworth,Benjamin,1837-10-22,M,rep,OH,Republican
5380,Candler,John,1828-02-10,M,rep,MA,Republican
5382,Casey,Lyman,1837-05-06,M,sen,ND,Republican
5383,Caswell,Lucien,1827-11-27,M,rep,WI,Republican
5384,Cheadle,Joseph,1842-08-14,M,rep,IN,Republican
5385,Clark,Charles,1844-08-24,M,rep,WI,Republican
5389,Coleman,Hamilton,1845-05-12,M,rep,LA,Republican
5391,Comstock,Solomon,1842-05-09,M,rep,MN,Republican
5392,Conger,Edwin,1843-03-07,M,rep,IA,Republican
5393,Connell,William,1846-07-06,M,rep,NE,Republican
5394,Cooper,William,1832-12-18,M,rep,OH,Republican
5397,Craig,Samuel,1839-11-19,M,rep,PA,Republican
5398,Culbertson,William,1825-11-25,M,rep,PA,Republican
5399,Cutcheon,Byron,1836-05-11,M,rep,MI,Republican
5401,Darlington,Smedley,1827-12-24,M,rep,PA,Republican
5403,De Haven,John,1849-03-12,M,rep,CA,Republican
5404,De Lano,Milton,1844-08-11,M,rep,NY,Republican
5406,Dixon,Nathan,1847-08-28,M,sen,RI,Republican
5407,Dolph,Joseph,1835-10-19,M,sen,OR,Republican
5408,Dorsey,George,1842-01-25,M,rep,NE,Republican
5409,Dunnell,Mark,1823-07-02,M,rep,MN,Republican
5410,Evans,Henry,1843-06-18,M,rep,TN,Republican
5411,Ewart,Hamilton,1849-10-23,M,rep,NC,Republican
5412,Farquhar,John,1832-04-17,M,rep,NY,Republican
5414,Finley,Hugh,1833-01-18,M,rep,KY,Republican
5416,Flood,Thomas,1844-04-12,M,rep,NY,Republican
5417,Frank,Nathan,1852-02-23,M,rep,MO,Republican
5419,Gest,William,1838-01-07,M,rep,IL,Republican
5421,Gifford,Oscar,1842-10-20,M,rep,SD,Republican
5422,Greenhalge,Frederic,1842-07-19,M,rep,MA,Republican
5424,Hall,Darwin,1844-01-23,M,rep,MN,Republican
5426,Hays,Edward,1847-05-26,M,rep,IA,Republican
5427,Higgins,Anthony,1840-10-01,M,sen,DE,Republican
5428,Hill,Charles,1833-08-23,M,rep,IL,Republican
5430,Kelley,Harrison,1836-05-12,M,rep,KS,Republican
5431,Kelley,William,1814-04-12,M,rep,PA,Republican
5433,Kennedy,Robert,1840-01-23,M,rep,OH,Republican
5434,Kerr,Daniel,1836-06-18,M,rep,IA,Republican
5436,Kinsey,William,1846-10-28,M,rep,MO,Republican
