,last_name,first_name,birthday,gender,type,state,party
2760,Bowie,Richard,1807-06-23,M,rep,MD,Whig
2761,Bowne,Obadiah,1822-05-19,M,rep,NY,Whig
2762,Boyd,John,1799-07-31,M,rep,NY,Whig
2765,Brown,George,1810-02-12,M,rep,NJ,Whig
2767,Burrows,Lorenzo,1805-03-15,M,rep,NY,Whig
2770,Cabell,Edward,1816-02-05,M,rep,FL,Whig
2772,Caldwell,Joseph,1808-03-05,M,rep,NC,Whig
2776,Chapman,Charles,1799-06-21,M,rep,CT,Whig
2780,Conger,James,1805-02-18,M,rep,MI,Whig
2783,Darby,John,1803-12-10,M,rep,MO,Whig
2784,Davis,George,1810-01-12,M,rep,MA,Whig
2786,Dockery,Alfred,1797-12-11,M,rep,NC,Whig
2789,Duncan,James,1793-12-05,M,rep,MA,Whig
2790,Evans,Alexander,1818-09-13,M,rep,MD,Whig
2791,Fay,Francis,1793-06-12,M,rep,MA,Whig
2795,Fowler,Orin,1791-07-29,M,rep,MA,Whig
2798,Gentry,Meredith,1809-09-15,M,rep,TN,Whig
2801,Goodenow,Robert,1800-04-19,M,rep,ME,Whig
2805,Harper,Alexander,1786-02-05,M,rep,OH,Whig
2807,Hascall,Augustus,1800-06-24,M,rep,NY,Whig
2808,Haws,John,,M,rep,NY,Whig
2809,Hebard,William,1800-11-29,M,rep,VT,Whig
2811,Horsford,Jerediah,1791-03-08,M,rep,NY,Whig
2813,Howe,John,,M,rep,PA,Whig
2815,Hunter,William,1808-12-10,M,rep,OH,Whig
2823,King,George,1807-06-09,M,rep,RI,Whig
2824,Kuhns,Joseph,,M,rep,PA,Whig
2825,Landry,Joseph,1817-07-10,M,rep,LA,Whig
2829,Martin,Frederick,1794-04-25,M,rep,NY,Whig
2833,Miner,Ahiman,1804-09-23,M,rep,VT,Whig
2835,Moore,Henry,1817-04-13,M,rep,PA,Whig
2836,Moore,John,,M,rep,LA,Whig
2837,Morehead,James,1799-01-11,M,rep,NC,Whig
2841,Newton,Eben,1795-10-16,M,rep,OH,Whig
2842,Outlaw,David,1806-09-14,M,rep,NC,Whig
2846,Penniman,Ebenezer,1804-01-11,M,rep,MI,Whig
2847,Perkins,Jared,1793-01-05,M,rep,NH,Whig
2851,Reed,Isaac,1809-08-22,M,rep,ME,Whig
2857,Sabine,Lorenzo,1803-02-28,M,rep,MA,Whig
2858,Sackett,William,1811-11-18,M,rep,NY,Whig
2859,Schermerhorn,Abraham,1791-12-11,M,rep,NY,Whig
2860,Schoolcraft,John,,M,rep,NY,Whig
2861,Schoonmaker,Marius,1811-04-24,M,rep,NY,Whig
2867,Stanly,Edward,1810-01-10,M,rep,NC,Whig
2871,Strother,James,1811-09-04,M,rep,VA,Whig
2874,Thompson,Benjamin,1798-08-05,M,rep,MA,Whig
2877,Tuck,Amos,1810-08-02,M,rep,NH,Whig
2879,Walbridge,Henry,1801-04-08,M,rep,NY,Whig
2881,Walsh,Thomas,,M,rep,MD,Whig
2882,Ward,William,1808-08-09,M,rep,KY,Whig
2884,Welch,John,1805-10-28,M,rep,OH,Whig
2885,Wells,John,1817-07-01,M,rep,NY,Whig
2886,White,Addison,1824-05-01,M,rep,KY,Whig
2889,Williams,Christopher,1798-12-18,M,rep,TN,Whig
2892,Brooke,Walker,1813-12-25,M,sen,MS,Whig
2896,Dixon,Archibald,1802-04-02,M,sen,KY,Whig
2901,Abercrombie,James,,M,rep,AL,Whig
2912,Boody,Azariah,1815-04-21,M,rep,NY,Whig
2914,Bugg,Robert,1805-01-20,M,rep,TN,Whig
2916,Carpenter,Davis,1799-12-25,M,rep,NY,Whig
2918,Chandler,Joseph,1792-08-22,M,rep,PA,Whig
2919,Chase,Dudley,1771-12-30,M,rep,NY,Whig
2920,Chase,George,,M,rep,NY,Whig
2926,Cook,John,1817-08-31,M,rep,IA,Whig
2927,Corwin,Moses,1790-01-05,M,rep,OH,Whig
2928,Crocker,Samuel,1804-03-31,M,rep,MA,Whig
2929,Cullom,William,1810-06-04,M,rep,TN,Whig
2935,Dickinson,Edward,1803-01-01,M,rep,MA,Whig
2943,Edmands,John,1809-03-01,M,rep,MA,Whig
2946,Everett,Edward,1794-04-11,M,sen,MA,Whig
2947,Everhart,William,1785-05-17,M,rep,PA,Whig
2948,Ewing,Presley,1822-09-01,M,rep,KY,Whig
2949,Farley,Ephraim,1817-08-29,M,rep,ME,Whig
2950,Franklin,John,1820-05-06,M,rep,MD,Whig
2953,Goodrich,John,1804-09-27,M,rep,MA,Whig
2955,Grey,Benjamin,,M,rep,KY,Whig
2961,Hiester,Isaac,1824-05-29,M,rep,PA,Whig
2962,Hill,Clement,1813-02-13,M,rep,KY,Whig
2965,Howe,Thomas,1808-04-20,M,rep,PA,Whig
2967,Hunt,Theodore,1805-10-23,M,rep,LA,Whig
2973,Kerr,John,1811-02-10,M,rep,NC,Whig
2986,McCulloch,John,1806-11-15,M,rep,PA,Whig
2988,Middleswarth,Ner,1783-12-12,M,rep,PA,Whig
2994,Parker,Samuel,1805-09-09,M,rep,IN,Whig
3000,Phelps,Samuel,1793-05-13,M,sen,VT,Whig
3003,Preston,William,1816-10-16,M,rep,KY,Whig
3004,Reese,David,1794-03-03,M,rep,GA,Whig
3007,Russell,Samuel,1816-07-30,M,rep,PA,Whig
3008,Scudder,Zeno,1807-08-18,M,rep,MA,Whig
3016,Sollers,Augustus,1814-05-01,M,rep,MD,Whig
3026,Taylor,John,1805-03-07,M,rep,OH,Whig
3027,Teller,Isaac,1799-02-07,M,rep,NY,Whig
3029,Tracy,Andrew,1797-12-15,M,rep,VT,Whig
3032,Upham,Charles,1802-05-04,M,rep,MA,Whig
3036,Walley,Samuel,1805-08-31,M,rep,MA,Whig
3038,Wentworth,Tappan,1802-02-24,M,rep,MA,Whig
3045,Rockwell,Julius,1805-04-26,M,sen,MA,Whig
3355,Dick,John,1794-06-17,M,rep,PA,Whig
3474,Lincoln,Abraham,1809-02-12,M,rep,IL,Whig
3482,Bernhisel,John,1799-07-23,M,rep,UT,Whig
